Account Number,Account Name,Symbol,Description,Quantity,Last Price,Last Price Change,Current Value,Today's Gain/Loss Dollar,Today's Gain/Loss Percent,Total Gain/Loss Dollar,Total Gain/Loss Percent,Percent Of Account,Cost Basis Total,Average Cost Basis,Type
Y39614827,Joint WROS - TOD,STX,SEAGATE TECHNOLOGY HLDGS PUB LTD CO SEAGATE TECHNOLOGY HOLDINGS PLC ORDINARY SHARES ISIN #IE00BKVD2N49,7.5936,$379.52,-$28.32,"$2,881.94",-$215.05,-6.95%,"+$2,246.65",+353.64%,0.41%,$635.28,$83.66,Cash
Y39614827,Joint WROS - TOD,AMZN,AMAZON.COM INC,114.7788,$208.39,-$1.61,"$23,918.75",-$184.79,-0.77%,"+$2,030.19",+9.27%,3.43%,"$21,888.56",$190.70,Cash
Y39614827,Joint WROS - TOD,XOM,EXXON MOBIL CORP COM,42.6187,$154.22,+$1.72,"$6,572.65",+$73.30,+1.12%,"+$1,946.95",+42.08%,0.94%,"$4,625.70",$108.54,Cash
Y39614827,Joint WROS - TOD,KLAC,KLA CORP COM NEW,2.2399,$1534.95,+$10.40,"$3,438.06",+$23.29,+0.68%,"+$1,915.90",+125.86%,0.49%,"$1,522.16",$679.58,Cash
Y39614827,Joint WROS - TOD,NEM,NEWMONT CORP COM ISIN #US6516391066 SEDOL #BJYKTV2,19.2368,$128.73,-$1.27,"$2,476.35",-$24.43,-0.98%,"+$1,746.12",+239.12%,0.36%,$730.23,$37.96,Cash
Y39614827,Joint WROS - TOD,META,META PLATFORMS INC CLASS A COMMON STOCK,27.6157,$653.56,+$5.38,"$18,048.54",+$148.57,+0.83%,"+$1,737.96",+10.65%,2.59%,"$16,310.58",$590.63,Cash
Y39614827,Joint WROS - TOD,RTX,RTX CORPORATION COM USD1.00,17.5091,$212.16,+$9.54,"$3,714.73",+$167.03,+4.70%,"+$1,544.89",+71.19%,0.53%,"$2,169.84",$123.93,Cash
Y39614827,Joint WROS - TOD,VRT,VERTIV HOLDINGS CO COM CL A,8.0853,$257.75,+$2.86,"$2,083.99",+$23.12,+1.12%,"+$1,507.68",+261.60%,0.30%,$576.31,$71.28,Cash
Y39614827,Joint WROS - TOD,GS,GOLDMAN SACHS GROUP INC COM USD0.01,4.2680,$861.70,+$6.63,"$3,677.74",+$28.29,+0.77%,"+$1,452.69",+65.28%,0.53%,"$2,225.05",$521.33,Cash
Y39614827,Joint WROS - TOD,PWR,QUANTA SERVICES COM USD0.00001,4.2680,$572.66,+$9.58,"$2,444.12",+$40.88,+1.70%,"+$1,426.80",+140.25%,0.35%,"$1,017.32",$238.36,Cash
Y39614827,Joint WROS - TOD,GILD,GILEAD SCIENCES INC COM USD0.001,23.4024,$150.03,+$1.08,"$3,511.05",+$25.27,+0.72%,"+$1,413.90",+67.42%,0.50%,"$2,097.15",$89.61,Cash
Y39614827,Joint WROS - TOD,MRK,MERCK &CO. INC COM,34.8816,$121.41,-$2.41,"$4,234.97",-$84.07,-1.95%,"+$1,373.15",+47.98%,0.61%,"$2,861.83",$82.04,Cash
Y39614827,Joint WROS - TOD,INTC,INTEL CORP COM USD0.001,52.4658,$45.50,-$0.11,"$2,387.19",-$5.78,-0.25%,"+$1,351.23",+130.43%,0.34%,"$1,035.97",$19.75,Cash
Y39614827,Joint WROS - TOD,KO,COCA-COLA CO,71.2792,$80.22,-$1.34,"$5,718.01",-$95.51,-1.65%,"+$1,335.05",+30.46%,0.82%,"$4,382.96",$61.49,Cash
Y39614827,Joint WROS - TOD,HWM,HOWMET AEROSPACE INC COM,9.3487,$265.11,+$2.58,"$2,478.42",+$24.12,+0.98%,"+$1,309.13",+111.96%,0.36%,"$1,169.28",$125.08,Cash
Y39614827,Joint WROS - TOD,ABBV,ABBVIE INC COM USD0.01,23.3341,$234.26,+$2.18,"$5,466.24",+$50.87,+0.93%,"+$1,246.52",+29.54%,0.78%,"$4,219.72",$180.84,Cash
Y39614827,Joint WROS - TOD,NFLX,NETFLIX INC,49.2972,$97.09,+$0.85,"$4,786.26",+$41.90,+0.88%,"+$1,191.25",+33.13%,0.69%,"$3,595.02",$72.93,Cash
Y39614827,Joint WROS - TOD,KEYS,KEYSIGHT TECHNOLOGIES INC COM USD0.01 WD,7.1429,$313.27,+$5.94,"$2,237.67",+$42.43,+1.93%,"+$1,187.65",+113.10%,0.32%,"$1,050.01",$147.00,Cash
Y39614827,Joint WROS - TOD,C,CITIGROUP INC,24.3584,$111.45,+$1.26,"$2,714.74",+$30.69,+1.14%,"+$1,140.82",+72.48%,0.39%,"$1,573.92",$64.62,Cash
Y39614827,Joint WROS - TOD,HAL,HALLIBURTON CO COM USD2.50,68.2335,$35.97,-$0.03,"$2,454.36",-$2.05,-0.09%,"+$1,079.45",+78.51%,0.35%,"$1,374.91",$20.15,Cash
Y39614827,Joint WROS - TOD,ANET,ARISTA NETWORKS INC COM SHS,19.0865,$129.30,-$4.20,"$2,467.89",-$80.16,-3.15%,"+$1,067.88",+76.27%,0.35%,"$1,400.00",$73.35,Cash
Y39614827,Joint WROS - TOD,CSCO,CISCO SYSTEMS INC,43.4381,$79.42,-$0.04,"$3,449.85",-$1.74,-0.06%,"+$1,067.45",+44.80%,0.49%,"$2,382.40",$54.85,Cash
Y39614827,Joint WROS - TOD,LHX,L3HARRIS TECHNOLOGIES INC COM,5.9479,$378.48,+$13.94,"$2,251.16",+$82.91,+3.82%,"+$1,018.85",+82.67%,0.32%,"$1,232.31",$207.18,Cash
Y39614827,Joint WROS - TOD,PM,PHILIP MORRIS INTERNATIONAL INC COM NPV,21.1147,$183.82,-$3.01,"$3,881.30",-$63.56,-1.62%,+$980.58,+33.80%,0.56%,"$2,900.72",$137.38,Cash
Y39614827,Joint WROS - TOD,AMGN,AMGEN INC,7.7985,$385.70,-$2.46,"$3,007.88",-$19.19,-0.64%,+$977.78,+48.16%,0.43%,"$2,030.11",$260.32,Cash
Y39614827,Joint WROS - TOD,ETN,EATON CORPORATION PLC,8.9662,$377.40,+$1.48,"$3,383.86",+$13.27,+0.39%,+$969.10,+40.13%,0.49%,"$2,414.76",$269.32,Cash
Y39614827,Joint WROS - TOD,JCI,JOHNSON CONTROLS INTERNATIONAL PLC COM USD1.00,14.1152,$145.46,+$1.16,"$2,053.19",+$16.37,+0.80%,+$967.21,+89.06%,0.29%,"$1,085.98",$76.94,Cash
Y39614827,Joint WROS - TOD,MCK,MCKESSON CORP,1.8643,$990.95,+$4.40,"$1,847.39",+$8.20,+0.44%,+$896.08,+94.19%,0.26%,$951.32,$510.29,Cash
Y39614827,Joint WROS - TOD,NOC,NORTHROP GRUMMAN CORP COM USD1,2.9091,$768.02,+$43.64,"$2,234.23",+$126.95,+6.02%,+$895.25,+66.86%,0.32%,"$1,338.97",$460.27,Cash
Y39614827,Joint WROS - TOD,WFC,WELLS FARGO CO NEW COM,50.1304,$82.58,+$1.13,"$4,139.76",+$56.65,+1.38%,+$888.21,+27.31%,0.59%,"$3,251.55",$64.86,Cash
Y39614827,Joint WROS - TOD,COP,CONOCOPHILLIPS COM,24.6657,$118.24,+$4.78,"$2,916.47",+$117.90,+4.21%,+$874.14,+42.80%,0.42%,"$2,042.33",$82.80,Cash
Y39614827,Joint WROS - TOD,HCA,HCA HEALTHCARE INC COM,3.7490,$532.92,+$3.22,"$1,997.93",+$12.07,+0.60%,+$869.10,+76.99%,0.29%,"$1,128.83",$301.10,Cash
Y39614827,Joint WROS - TOD,FCX,FREEPORT-MCMORAN INC COM USD0.10,26.0246,$68.29,+$0.21,"$1,777.22",+$5.46,+0.30%,+$861.82,+94.14%,0.25%,$915.40,$35.17,Cash
Y39614827,Joint WROS - TOD,WELL,WELLTOWER INC COM,11.4383,$210.16,+$3.04,"$2,403.87",+$34.77,+1.46%,+$826.46,+52.39%,0.34%,"$1,577.40",$137.91,Cash
Y39614827,Joint WROS - TOD,CAH,CARDINAL HEALTH INC COM NPV,7.4093,$229.88,+$0.65,"$1,703.24",+$4.81,+0.28%,+$798.53,+88.26%,0.24%,$904.71,$122.11,Cash
Y39614827,Joint WROS - TOD,CSX,CSX CORP COM USD1,52.4453,$43.17,+$0.48,"$2,264.06",+$25.17,+1.12%,+$795.28,+54.14%,0.32%,"$1,468.78",$28.01,Cash
Y39614827,Joint WROS - TOD,CVS,CVS HEALTH CORPORATION COM USD0.01,22.5078,$81.66,+$1.76,"$1,837.98",+$39.61,+2.20%,+$782.82,+74.18%,0.26%,"$1,055.16",$46.88,Cash
Y39614827,Joint WROS - TOD,PEP,PEPSICO INC,21.3879,$167.28,-$2.46,"$3,577.75",-$52.62,-1.45%,+$739.60,+26.05%,0.51%,"$2,838.16",$132.70,Cash
Y39614827,Joint WROS - TOD,AEP,AMERICAN ELEC PWR CO INC COM,17.3111,$133.29,-$0.53,"$2,307.39",-$9.18,-0.40%,+$733.47,+46.60%,0.33%,"$1,573.92",$90.92,Cash
Y39614827,Joint WROS - TOD,CME,CME GROUP INC COM,7.3956,$326.46,+$6.96,"$2,414.37",+$51.47,+2.17%,+$729.51,+43.29%,0.35%,"$1,684.86",$227.82,Cash
Y39614827,Joint WROS - TOD,TJX,TJX COMPANIES INC,16.3960,$159.94,-$1.72,"$2,622.37",-$28.20,-1.07%,+$723.87,+38.12%,0.38%,"$1,898.50",$115.79,Cash
Y39614827,Joint WROS - TOD,BA,BOEING CO,9.3282,$229.74,+$2.21,"$2,143.05",+$20.61,+0.97%,+$722.34,+50.84%,0.31%,"$1,420.71",$152.30,Cash
Y39614827,Joint WROS - TOD,MS,MORGAN STANLEY COM USD0.01,13.4937,$167.00,+$0.49,"$2,253.46",+$6.61,+0.29%,+$710.31,+46.03%,0.32%,"$1,543.14",$114.36,Cash
Y39614827,Joint WROS - TOD,USB,US BANCORP,42.3387,$54.63,-$0.03,"$2,312.96",-$1.27,-0.06%,+$708.36,+44.14%,0.33%,"$1,604.60",$37.90,Cash
Y39614827,Joint WROS - TOD,CVX,CHEVRON CORP NEW COM,16.0272,$189.60,+$2.84,"$3,038.76",+$45.51,+1.52%,+$704.93,+30.20%,0.44%,"$2,333.83",$145.62,Cash
Y39614827,Joint WROS - TOD,FDX,FEDEX CORP COM USD0.10,4.3704,$387.25,+$0.25,"$1,692.45",+$1.09,+0.06%,+$698.94,+70.35%,0.24%,$993.51,$227.33,Cash
Y39614827,Joint WROS - TOD,DE,DEERE & CO,3.0388,$630.88,+$1.17,"$1,917.13",+$3.55,+0.18%,+$680.13,+54.98%,0.27%,"$1,237.00",$407.07,Cash
Y39614827,Joint WROS - TOD,PNC,PNC FINANCIAL SERVICES GROUP COM USD5,11.2539,$214.23,+$1.88,"$2,410.92",+$21.16,+0.88%,+$672.67,+38.69%,0.35%,"$1,738.25",$154.46,Cash
Y39614827,Joint WROS - TOD,DELL,DELL TECHNOLOGIES INC CL C,8.9116,$153.55,+$5.47,"$1,368.37",+$48.74,+3.69%,+$648.96,+90.20%,0.20%,$719.42,$80.73,Cash
Y39614827,Joint WROS - TOD,TT,TRANE TECHNOLOGIES PLC COM USD1,4.7119,$466.17,+$3.85,"$2,196.54",+$18.14,+0.83%,+$633.22,+40.50%,0.32%,"$1,563.31",$331.78,Cash
Y39614827,Joint WROS - TOD,V,VISA INC,23.9145,$320.51,+$0.37,"$7,664.84",+$8.84,+0.11%,+$632.79,+8.99%,1.10%,"$7,032.05",$294.05,Cash
Y39614827,Joint WROS - TOD,ROK,ROCKWELL AUTOMATION INC COM USD1,3.9471,$412.15,+$4.70,"$1,626.77",+$18.55,+1.15%,+$625.88,+62.53%,0.23%,"$1,000.89",$253.58,Cash
Y39614827,Joint WROS - TOD,MPC,MARATHON PETROLEUM CORP COM USD0.01,6.9791,$209.82,+$11.61,"$1,464.34",+$81.02,+5.85%,+$602.01,+69.81%,0.21%,$862.34,$123.56,Cash
Y39614827,Joint WROS - TOD,CEG,CONSTELLATION ENERGY CORP COM,4.9919,$327.16,-$2.72,"$1,633.13",-$13.58,-0.83%,+$591.11,+56.72%,0.23%,"$1,042.02",$208.74,Cash
Y39614827,Joint WROS - TOD,PSX,PHILLIPS 66,10.7964,$160.18,+$5.85,"$1,729.36",+$63.15,+3.79%,+$590.61,+51.86%,0.25%,"$1,138.75",$105.48,Cash
Y39614827,Joint WROS - TOD,TFC,TRUIST FINL CORP COM,41.7582,$49.55,+$0.24,"$2,069.12",+$10.02,+0.48%,+$588.80,+39.77%,0.30%,"$1,480.32",$35.45,Cash
Y39614827,Joint WROS - TOD,PLD,PROLOGIS INC. COM,14.7844,$142.72,+$0.15,"$2,110.02",+$2.21,+0.10%,+$575.40,+37.49%,0.30%,"$1,534.62",$103.80,Cash
Y39614827,Joint WROS - TOD,APP,APPLOVIN CORP COM CL A,3.5168,$432.98,-$1.79,"$1,522.72",-$6.30,-0.42%,+$567.22,+59.36%,0.22%,$955.50,$271.69,Cash
Y39614827,Joint WROS - TOD,T,AT&T INC COM USD1,94.1079,$28.01,$0.00,"$2,635.96",$0.00,0.00%,+$566.40,+27.36%,0.38%,"$2,069.56",$21.99,Cash
Y39614827,Joint WROS - TOD,OVV,OVINTIV INC COM ISIN #US69047Q1022 SEDOL #BL3GRC2,31.7062,$52.16,+$1.57,"$1,653.79",+$49.78,+3.10%,+$558.06,+50.93%,0.24%,"$1,095.73",$34.56,Cash
Y39614827,Joint WROS - TOD,COST,COSTCO WHOLESALE CORP COM,5.5518,$1002.77,-$8.02,"$5,567.21",-$44.53,-0.80%,+$550.14,+10.96%,0.80%,"$5,017.06",$903.68,Cash
Y39614827,Joint WROS - TOD,SCHW,SCHWAB CHARLES CORP COM,24.4745,$95.49,+$0.29,"$2,337.07",+$7.10,+0.30%,+$549.32,+30.72%,0.34%,"$1,787.75",$73.05,Cash
Y39614827,Joint WROS - TOD,RCL,ROYAL CARIBBEAN GROUP COM USD0.01,5.5928,$300.84,-$10.12,"$1,682.53",-$56.60,-3.26%,+$538.75,+47.10%,0.24%,"$1,143.79",$204.51,Cash
Y39614827,Joint WROS - TOD,WMB,WILLIAMS COS INC COM,22.2688,$76.26,+$1.54,"$1,698.21",+$34.29,+2.06%,+$537.41,+46.29%,0.24%,"$1,160.80",$52.13,Cash
Y39614827,Joint WROS - TOD,NSC,NORFOLK SOUTHN CORP COM,5.3606,$317.47,+$2.73,"$1,701.83",+$14.63,+0.86%,+$536.43,+46.03%,0.24%,"$1,165.40",$217.40,Cash
Y39614827,Joint WROS - TOD,TDY,TELEDYNE TECHNOLOGIES INC,2.2740,$688.59,+$7.49,"$1,565.85",+$17.03,+1.09%,+$513.40,+48.78%,0.22%,"$1,052.44",$462.82,Cash
Y39614827,Joint WROS - TOD,COF,CAPITAL ONE FINANCIAL CORP COM USD0.01,15.3252,$194.32,-$1.32,"$2,977.99",-$20.23,-0.68%,+$507.61,+20.54%,0.43%,"$2,470.38",$161.20,Cash
Y39614827,Joint WROS - TOD,MLM,MARTIN MARIETTA MATERIALS INC COM USD0.01,2.6154,$665.35,-$10.39,"$1,740.18",-$27.18,-1.54%,+$499.40,+40.24%,0.25%,"$1,240.78",$474.41,Cash
Y39614827,Joint WROS - TOD,O,REALTY INCOME CORP COM,32.2730,$67.56,+$0.56,"$2,180.36",+$18.07,+0.83%,+$497.51,+29.56%,0.31%,"$1,682.85",$52.14,Cash
Y39614827,Joint WROS - TOD,ULTA,ULTA BEAUTY INC COM,1.4887,$677.00,-$7.79,"$1,007.84",-$11.60,-1.14%,+$478.95,+90.55%,0.14%,$528.89,$355.27,Cash
Y39614827,Joint WROS - TOD,KEY,KEYCORP COM,67.2161,$20.91,+$0.17,"$1,405.49",+$11.42,+0.81%,+$478.61,+51.63%,0.20%,$926.88,$13.79,Cash
Y39614827,Joint WROS - TOD,FANG,DIAMONDBACK ENERGY INC COM USD0.01,9.5467,$178.96,+$4.88,"$1,708.47",+$46.59,+2.80%,+$478.24,+38.87%,0.25%,"$1,230.23",$128.86,Cash
Y39614827,Joint WROS - TOD,TMO,THERMO FISHER SCIENTIFIC INC,6.1664,$508.58,-$12.53,"$3,136.11",-$77.27,-2.41%,+$474.90,+17.84%,0.45%,"$2,661.22",$431.57,Cash
Y39614827,Joint WROS - TOD,MDT,MEDTRONIC PLC,26.8304,$98.10,+$0.44,"$2,632.06",+$11.80,+0.45%,+$458.55,+21.09%,0.38%,"$2,173.51",$81.01,Cash
Y39614827,Joint WROS - TOD,MPWR,MONOLITHIC POWER SYSTEMS INC,0.8195,$1142.58,-$0.16,$936.29,-$0.14,-0.02%,+$442.01,+89.42%,0.13%,$494.28,$603.18,Cash
Y39614827,Joint WROS - TOD,MO,ALTRIA GROUP INC,28.4147,$68.69,-$0.35,"$1,951.81",-$9.95,-0.51%,+$429.96,+28.25%,0.28%,"$1,521.85",$53.56,Cash
Y39614827,Joint WROS - TOD,BRKB,BERKSHIRE HATHAWAY INC COM USD0.0033 CLASS B,21.7088,$480.17,-$24.78,"$10,423.92",-$537.95,-4.91%,+$429.87,+4.30%,1.49%,"$9,994.04",$460.37,Cash
Y39614827,Joint WROS - TOD,DAL,DELTA AIR LINES INC,18.1783,$64.25,-$1.45,"$1,167.95",-$26.36,-2.21%,+$428.29,+57.90%,0.17%,$739.66,$40.69,Cash
Y39614827,Joint WROS - TOD,ILMN,ILLUMINA INC COM USD0.01,7.8531,$132.89,-$1.57,"$1,043.60",-$12.33,-1.17%,+$427.01,+69.25%,0.15%,$616.59,$78.52,Cash
Y39614827,Joint WROS - TOD,ITW,ILLINOIS TOOL WORKS INC COM,6.6786,$291.17,+$0.54,"$1,944.60",+$3.61,+0.18%,+$420.68,+27.60%,0.28%,"$1,523.93",$228.18,Cash
Y39614827,Joint WROS - TOD,ON,ON SEMICONDUCTOR CORP COM USD0.01,15.8975,$66.48,$0.00,"$1,056.86",$0.00,0.00%,+$418.16,+65.47%,0.15%,$638.70,$40.18,Cash
Y39614827,Joint WROS - TOD,CMCSA,COMCAST CORP,84.2744,$30.82,-$0.14,"$2,597.33",-$11.80,-0.46%,+$418.16,+19.18%,0.37%,"$2,179.17",$25.86,Cash
Y39614827,Joint WROS - TOD,EBAY,EBAY INC. COM,15.9385,$88.78,-$2.08,"$1,415.01",-$33.15,-2.29%,+$414.71,+41.45%,0.20%,"$1,000.30",$62.76,Cash
Y39614827,Joint WROS - TOD,ADI,ANALOG DEVICES INC COM,4.6777,$352.41,-$3.38,"$1,648.48",-$15.82,-0.95%,+$412.13,+33.33%,0.24%,"$1,236.35",$264.31,Cash
Y39614827,Joint WROS - TOD,ED,CONSOLIDATED EDISON INC COM USD0.10,17.2633,$112.06,-$0.46,"$1,934.52",-$7.94,-0.41%,+$406.79,+26.62%,0.28%,"$1,527.73",$88.50,Cash
Y39614827,Joint WROS - TOD,SRE,SEMPRA COM,14.9619,$95.67,-$0.60,"$1,431.40",-$8.98,-0.63%,+$406.21,+39.62%,0.21%,"$1,025.19",$68.52,Cash
Y39614827,Joint WROS - TOD,NET,CLOUDFLARE INC CL A COM,5.8182,$181.02,+$8.83,"$1,053.20",+$51.37,+5.12%,+$401.63,+61.64%,0.15%,$651.57,$111.99,Cash
Y39614827,Joint WROS - TOD,GD,GENERAL DYNAMICS CORP COM,4.2817,$364.78,+$7.73,"$1,561.87",+$33.09,+2.16%,+$399.64,+34.38%,0.22%,"$1,162.23",$271.44,Cash
Y39614827,Joint WROS - TOD,COR,CENCORA INC COM,4.2066,$372.65,+$0.51,"$1,567.57",+$2.14,+0.13%,+$397.92,+34.02%,0.22%,"$1,169.65",$278.06,Cash
Y39614827,Joint WROS - TOD,EVRG,EVERGY INC COM,16.9355,$84.01,+$0.35,"$1,422.74",+$5.93,+0.41%,+$397.44,+38.76%,0.20%,"$1,025.30",$60.54,Cash
Y39614827,Joint WROS - TOD,HIG,"THE HARTFORD INSURANCE GROUP, INC. COMMON STOCK",12.6060,$141.86,+$1.63,"$1,788.28",+$20.54,+1.16%,+$397.25,+28.55%,0.26%,"$1,391.04",$110.35,Cash
Y39614827,Joint WROS - TOD,EXC,EXELON CORP COM NPV,34.6631,$49.17,+$0.12,"$1,704.38",+$4.16,+0.24%,+$397.03,+30.37%,0.24%,"$1,307.34",$37.72,Cash
Y39614827,Joint WROS - TOD,MCD,MCDONALD S CORP,9.6081,$334.82,-$6.24,"$3,216.99",-$59.96,-1.83%,+$393.80,+13.94%,0.46%,"$2,823.19",$293.83,Cash
Y39614827,Joint WROS - TOD,HPE,HEWLETT PACKARD ENTERPRISE CO COM,48.3275,$22.13,+$0.66,"$1,069.49",+$31.89,+3.07%,+$391.02,+57.63%,0.15%,$678.47,$14.04,Cash
Y39614827,Joint WROS - TOD,VMC,VULCAN MATERIALS CO,5.0670,$306.20,-$3.80,"$1,551.51",-$19.26,-1.23%,+$389.11,+33.47%,0.22%,"$1,162.39",$229.41,Cash
Y39614827,Joint WROS - TOD,HON,HONEYWELL INTERNATIONAL INC COM USD1,6.7742,$248.04,+$4.45,"$1,680.26",+$30.14,+1.82%,+$385.11,+29.73%,0.24%,"$1,295.15",$191.19,Cash
Y39614827,Joint WROS - TOD,UPS,UNITED PARCEL SERVICE INC CL B,12.7835,$114.42,-$1.54,"$1,462.69",-$19.69,-1.33%,+$384.90,+35.71%,0.21%,"$1,077.79",$84.31,Cash
Y39614827,Joint WROS - TOD,BIIB,BIOGEN INC COM USD0.0005,6.8834,$188.05,-$3.77,"$1,294.43",-$25.96,-1.97%,+$384.14,+42.20%,0.19%,$910.29,$132.24,Cash
Y39614827,Joint WROS - TOD,REGN,REGENERON PHARMACEUTICALS INC,1.6731,$790.81,+$9.14,"$1,323.07",+$15.29,+1.16%,+$372.25,+39.15%,0.19%,$950.82,$568.31,Cash
Y39614827,Joint WROS - TOD,LIN,LINDE PLC COM EUR0.001,4.2407,$509.34,+$1.26,"$2,159.96",+$5.34,+0.24%,+$355.00,+19.66%,0.31%,"$1,804.95",$425.63,Cash
Y39614827,Joint WROS - TOD,BLK,BLACKROCK INC COM,2.2672,$1068.31,+$5.08,"$2,422.03",+$11.51,+0.47%,+$346.69,+16.70%,0.35%,"$2,075.34",$915.39,Cash
Y39614827,Joint WROS - TOD,UNP,UNION PAC CORP COM,6.8834,$266.97,+$1.99,"$1,837.67",+$13.69,+0.75%,+$339.80,+22.68%,0.26%,"$1,497.87",$217.60,Cash
Y39614827,Joint WROS - TOD,EA,ELECTRONIC ARTS INC,5.3538,$201.06,+$0.49,"$1,076.43",+$2.62,+0.24%,+$339.11,+45.99%,0.15%,$737.32,$137.72,Cash
Y39614827,Joint WROS - TOD,DOW,DOW INC COM,37.8726,$30.60,-$0.13,"$1,158.90",-$4.92,-0.43%,+$338.31,+41.22%,0.17%,$820.58,$21.67,Cash
Y39614827,Joint WROS - TOD,ECL,ECOLAB INC,4.8280,$303.46,-$4.89,"$1,465.10",-$23.61,-1.59%,+$336.24,+29.78%,0.21%,"$1,128.86",$233.82,Cash
Y39614827,Joint WROS - TOD,HOOD,ROBINHOOD MKTS INC COM CL A,10.5232,$78.78,+$2.93,$829.01,+$30.83,+3.86%,+$334.02,+67.48%,0.12%,$494.99,$47.04,Cash
